#opcode	name	dir	nFuncs	funcAddrs(<=3)
12615	C2S_CMD_ITEMREBUILD_ITEMLEVLEUPREQ	C2S	5	10628ac0:FUN_10628ac0 | 106b0cf0:FUN_106b0cf0 | 11146e30:FUN_11146e30
12616	C2S_CMD_ITEMREBUILD_ITEMLEVLEUPRSP	C2S	5	10628b30:FUN_10628b30 | 106b0d90:FUN_106b0d90 | 11146eb0:FUN_11146eb0
12617	C2S_CMD_ITEMREBUILD_RANDOMWEAPON_REBUILD_REQ	C2S	5	1063a250:FUN_1063a250 | 106c98f0:FUN_106c98f0 | 11146f30:FUN_11146f30
12624	C2S_CMD_ITEMREBUILD_RANDOMWEAPON_REBUILD_REP	C2S	5	1063a2c0:FUN_1063a2c0 | 106c9990:FUN_106c9990 | 11146fb0:FUN_11146fb0
12625	C2S_CMD_ITEMREBUILD_UNBIND_REQ	C2S	5	1063a330:FUN_1063a330 | 106c9a30:FUN_106c9a30 | 11147030:FUN_11147030
12626	C2S_CMD_ITEMREBUILD_UNBIND_RSP	C2S	5	1063a3a0:FUN_1063a3a0 | 106c9ad0:FUN_106c9ad0 | 111470b0:FUN_111470b0
12627	C2S_CMD_ITEMREBUILD_CHARM_REBUILD_REQ	C2S	5	1063a410:FUN_1063a410 | 106c9b70:FUN_106c9b70 | 11147120:FUN_11147120
12628	C2S_CMD_ITEMREBUILD_CHARM_REBUILD_RSP	C2S	5	1063a480:FUN_1063a480 | 106c9c10:FUN_106c9c10 | 111471d0:FUN_111471d0
12629	C2S_CMD_ITEMREBUILD_EQUIP_QUICK_UPGRADE_REQ	C2S	5	1063a4f0:FUN_1063a4f0 | 106c9cb0:FUN_106c9cb0 | 11147260:FUN_11147260
12630	S2C_CMD_ITEMREBUILD_EQUIP_QUICK_UPGRADE_RSP	S2C	5	1063a560:FUN_1063a560 | 106c9d50:FUN_106c9d50 | 111472e0:FUN_111472e0
12808	S2C_CMD_ITEMBOX_ERR	S2C	5	1063a950:FUN_1063a950 | 106ca2f0:FUN_106ca2f0 | 11147750:FUN_11147750
13064	C2S_CMD_RANK_LIST_REQ	C2S	6	10637620:FUN_10637620 | 106c5b30:FUN_106c5b30 | 10c36b90:FUN_10c36b90
13065	S2C_CMD_RANK_LIST_RSP	S2C	5	10637690:FUN_10637690 | 106c5bd0:FUN_106c5bd0 | 11148420:FUN_11148420
13072	S2C_CMD_RANK_RAPIDHUNT_LIST_RSP	S2C	5	10637850:FUN_10637850 | 106c5e50:FUN_106c5e50 | 111484a0:FUN_111484a0
13073	C2S_CMD_XRANK_GETRANK	C2S	5	106378c0:FUN_106378c0 | 106c5ef0:FUN_106c5ef0 | 11148520:FUN_11148520
13074	C2S_CMD_XRANK_BATCHGETUSERDATA	C2S	5	106379a0:FUN_106379a0 | 106c6030:FUN_106c6030 | 111485c0:FUN_111485c0
13105	S2C_CMD_XRANK_GETRANK	S2C	5	10637930:FUN_10637930 | 106c5f90:FUN_106c5f90 | 11148640:FUN_11148640
13106	S2C_CMD_XRANK_BATCHGETUSERDATA	S2C	5	10637a10:FUN_10637a10 | 106c60d0:FUN_106c60d0 | 111486c0:FUN_111486c0
13107	S2C_CMD_RANK_GETUSERDATA	S2C	5	10637a80:FUN_10637a80 | 106c6170:FUN_106c6170 | 11148740:FUN_11148740
13825	C2S_CMD_CLAN_CHECKCLAN	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
13826	C2S_CMD_CLAN_CREATECLAN	C2S	6	1063b600:FUN_1063b600 | 1065ede0:FUN_1065ede0 | 106cb510:FUN_106cb510
13827	C2S_CMD_CLAN_DISMISSCLAN	C2S	5	1063b670:FUN_1063b670 | 106cb5b0:FUN_106cb5b0 | 11149000:FUN_11149000
13828	C2S_CMD_CLAN_INVITECLAN	C2S	5	1063b6e0:FUN_1063b6e0 | 106cb650:FUN_106cb650 | 11149070:FUN_11149070
13829	C2S_CMD_CLAN_QUITCLAN	C2S	5	1063b750:FUN_1063b750 | 106cb6f0:FUN_106cb6f0 | 111490f0:FUN_111490f0
13830	C2S_CMD_CLAN_KICKCLANER	C2S	5	1063b7c0:FUN_1063b7c0 | 106cb790:FUN_106cb790 | 11149160:FUN_11149160
13831	C2S_CMD_CLAN_ALTERLEADER	C2S	5	1063b830:FUN_1063b830 | 106cb830:FUN_106cb830 | 111491e0:FUN_111491e0
13832	C2S_CMD_CLAN_CLANERNOTESETTING	C2S	5	1063b8a0:FUN_1063b8a0 | 106cb8d0:FUN_106cb8d0 | 11149260:FUN_11149260
13833	C2S_CMD_CLAN_GETCLANERS	C2S	5	1063b980:FUN_1063b980 | 106cba10:FUN_106cba10 | 111492f0:FUN_111492f0
13840	C2S_CMD_CLAN_GETCLANDETAIL	C2S	5	1063b910:FUN_1063b910 | 106cb970:FUN_106cb970 | 11149360:FUN_11149360
13841	C2S_CMD_CLAN_ACCEPTCLANINVITATION	C2S	5	1063bd00:FUN_1063bd00 | 106cbf10:FUN_106cbf10 | 111493d0:FUN_111493d0
13842	C2S_CMD_CLAN_JEJECTCLANINVITATION	C2S	5	1063bd70:FUN_1063bd70 | 106cbfb0:FUN_106cbfb0 | 11149450:FUN_11149450
13843	C2S_CMD_CLAN_MEMBER_LIST_REQ	C2S	5	1063c080:FUN_1063c080 | 106cc410:FUN_106cc410 | 111494d0:FUN_111494d0
13844	C2S_CMD_CLAN_MODIFYNAME	C2S	5	1063b9f0:FUN_1063b9f0 | 106cbab0:FUN_106cbab0 | 11149550:FUN_11149550
13857	S2C_CMD_CLAN_ERR	S2C	5	1063ba60:FUN_1063ba60 | 106cbb50:FUN_106cbb50 | 111495d0:FUN_111495d0
13858	S2C_CMD_CLAN_NOTIFY	S2C	5	1063bad0:FUN_1063bad0 | 106cbbf0:FUN_106cbbf0 | 11149650:FUN_11149650
13859	S2C_CMD_CLAN_GETCLANDETAIL	S2C	5	1063bb40:FUN_1063bb40 | 106cbc90:FUN_106cbc90 | 111496d0:FUN_111496d0
13860	S2C_CMD_CLAN_GETCLANERS	S2C	5	1063bbb0:FUN_1063bbb0 | 106cbd30:FUN_106cbd30 | 11149780:FUN_11149780
13861	S2C_CMD_CLAN_GETLEADER	S2C	5	1063bc20:FUN_1063bc20 | 106cbdd0:FUN_106cbdd0 | 11149800:FUN_11149800
13862	S2C_CMD_CLAN_GETSELF	S2C	5	1063bc90:FUN_1063bc90 | 106cbe70:FUN_106cbe70 | 11149880:FUN_11149880
13863	S2C_CMD_LEAGUE_REWARD	S2C	5	1063bf30:FUN_1063bf30 | 106cc230:FUN_106cc230 | 11149900:FUN_11149900
13864	S2C_CMD_CLAN_MEMBER_LIST_RSP	S2C	5	1063c0f0:FUN_1063c0f0 | 106cc4b0:FUN_106cc4b0 | 11149970:FUN_11149970
14337	C2S_CMD_TOURNAMENTS_GETDETAIL	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
14338	C2S_CMD_TOURNAMENTS_GETRANKS	C2S	6	1063c390:FUN_1063c390 | 1065ede0:FUN_1065ede0 | 106cc870:FUN_106cc870
14339	C2S_CMD_TOURNAMENTS_SEARCHPLAYER	C2S	5	1063c400:FUN_1063c400 | 106cc910:FUN_106cc910 | 1114a300:FUN_1114a300
14340	C2S_CMD_LEAGUE_LEVEL_REQ	C2S	5	1063bde0:FUN_1063bde0 | 106cc050:FUN_106cc050 | 1114a390:FUN_1114a390
14341	C2S_CMD_LEAGUE_RANK_LIST	C2S	5	1063bfa0:FUN_1063bfa0 | 106cc2d0:FUN_106cc2d0 | 1114a400:FUN_1114a400
14343	C2S_CMD_LEAGUE_STEP_REWARD	C2S	6	1063c240:FUN_1063c240 | 106cc690:FUN_106cc690 | 109a0c90:FUN_109a0c90
14353	S2C_CMD_TOURNAMENTS_GETDETAIL	S2C	5	1063c470:FUN_1063c470 | 106cc9b0:FUN_106cc9b0 | 1114a4e0:FUN_1114a4e0
14354	S2C_CMD_TOURNAMENTS_GETRANKS	S2C	5	1063c4e0:FUN_1063c4e0 | 106cca50:FUN_106cca50 | 1114a580:FUN_1114a580
14355	S2C_CMD_TOURNAMENTS_SEARCHPLAYER	S2C	5	1063c550:FUN_1063c550 | 106ccaf0:FUN_106ccaf0 | 1114a600:FUN_1114a600
14356	S2C_CMD_TOURNAMENTS_ERR	S2C	5	1063c5c0:FUN_1063c5c0 | 106ccb90:FUN_106ccb90 | 1114a680:FUN_1114a680
14357	S2C_CMD_LEAGUE_LEVEL_RSP	S2C	5	1063be50:FUN_1063be50 | 106cc0f0:FUN_106cc0f0 | 1114a700:FUN_1114a700
14358	S2C_CMD_LEAGUE_RESULT	S2C	5	1063bec0:FUN_1063bec0 | 106cc190:FUN_106cc190 | 1114a780:FUN_1114a780
14359	S2C_CMD_LEAGUE_RANK_RSP	S2C	5	1063c010:FUN_1063c010 | 106cc370:FUN_106cc370 | 1114a820:FUN_1114a820
14360	S2C_CMD_LEAGUE_PLAYERINFO	S2C	5	1063c160:FUN_1063c160 | 106cc550:FUN_106cc550 | 1114a8a0:FUN_1114a8a0
14361	S2C_CMD_LEAGUE_SEASON_REWARD	S2C	5	1063c1d0:FUN_1063c1d0 | 106cc5f0:FUN_106cc5f0 | 1114a930:FUN_1114a930
14368	S2C_CMD_LEAGUE_STEP_REWARD	S2C	5	1063c2b0:FUN_1063c2b0 | 106cc730:FUN_106cc730 | 1114a9c0:FUN_1114a9c0
14593	C2S_CMD_SPOOR_FETCHPRIZE	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
14609	S2C_CMD_SPOOR_ERR	S2C	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
14610	S2C_CMD_SPOOR_FETCHPRIZE	S2C	5	1063c710:FUN_1063c710 | 106ccd70:FUN_106ccd70 | 1114abb0:FUN_1114abb0
14611	S2C_CMD_SPOOR_ADDPOINTS	S2C	5	1063c780:FUN_1063c780 | 106cce10:FUN_106cce10 | 1114ac20:FUN_1114ac20
16641	C2S_CMD_SCULPTURE_GETSCULPTURE	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
16642	C2S_CMD_SCULPTURE_GETLIBS	C2S	5	10637b60:FUN_10637b60 | 106c62b0:FUN_106c62b0 | 1114b5d0:FUN_1114b5d0
16657	S2C_CMD_SCULPTURE_ERR	S2C	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
16658	S2C_CMD_SCULPTURE_GETSCULPTURE	S2C	6	10637c40:FUN_10637c40 | 1065ede0:FUN_1065ede0 | 106c63f0:FUN_106c63f0
16659	S2C_CMD_SCULPTURE_LIB_SNAPSHOT	S2C	5	10637cb0:FUN_10637cb0 | 106c6490:FUN_106c6490 | 1114b740:FUN_1114b740
16660	S2C_CMD_SCULPTURE_GETLIBS	S2C	5	10637d20:FUN_10637d20 | 106c6530:FUN_106c6530 | 1114b7c0:FUN_1114b7c0
16661	S2C_CMD_SCULPTURE_AVATAR_SNAPSHOT	S2C	5	10637d90:FUN_10637d90 | 106c65d0:FUN_106c65d0 | 1114b840:FUN_1114b840
16662	S2C_CMD_SCRIPT_ADD_SCULPTURE	S2C	5	10637e00:FUN_10637e00 | 106c6670:FUN_106c6670 | 1114b8c0:FUN_1114b8c0
16663	S2C_CMD_SCRIPT_DEL_SCULPTURE	S2C	5	10637e70:FUN_10637e70 | 106c6710:FUN_106c6710 | 1114b940:FUN_1114b940
16897	C2S_CMD_HUBSPECREWARD_LEVEL_REQ	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
16898	C2S_CMD_HUBSPECREWARD_LEVEL_RSP	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
17153	C2S_CMD_RAPIDHUNT_FETCH_AWARD	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
17169	S2C_CMD_RAPIDHUNT_FETCH_AWARD	S2C	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
17170	S2C_CMD_RAPIDHUNT_ERR	S2C	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
17171	S2C_CMD_RAPIDHUNT_AWARDS	S2C	5	10638030:FUN_10638030 | 106c6990:FUN_106c6990 | 1114bd10:FUN_1114bd10
17172	S2C_CMD_RAPIDHUNT_REFRESH	S2C	5	106380a0:FUN_106380a0 | 106c6a30:FUN_106c6a30 | 1114bdb0:FUN_1114bdb0
17921	C2S_CMD_ROOMS_GET_REQ	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
17922	S2C_CMD_ROOMS_GET_RSP	S2C	6	10638180:FUN_10638180 | 1065ede0:FUN_1065ede0 | 106c6b70:FUN_106c6b70
17923	C2S_CMD_SPECTATE_REQ	C2S	5	106381f0:FUN_106381f0 | 106c6c10:FUN_106c6c10 | 1114d150:FUN_1114d150
17924	S2C_CMD_SPECTATE_RSP	S2C	5	10638260:FUN_10638260 | 106c6cb0:FUN_106c6cb0 | 1114d1c0:FUN_1114d1c0
17925	S2C_CMD_SPECTATE_ERR	S2C	5	106382d0:FUN_106382d0 | 106c6d50:FUN_106c6d50 | 1114d240:FUN_1114d240
18177	S2C_CMD_LEVEL_STAT_EVENT	S2C	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
18433	C2S_CMD_SACTIVITY_LIST_REQ	C2S	6	10636cf0:FUN_10636cf0 | 1065ede0:FUN_1065ede0 | 106c4e10:FUN_106c4e10
18434	S2C_CMD_SACTIVITY_LIST_RSP	S2C	5	10636d60:FUN_10636d60 | 106c4eb0:FUN_106c4eb0 | 1114d420:FUN_1114d420
18435	C2S_CMD_SACTIVITY_DETAIL_REQ	C2S	5	10636dd0:FUN_10636dd0 | 106c4f50:FUN_106c4f50 | 1114d4a0:FUN_1114d4a0
18436	S2C_CMD_SACTIVITY_DETAIL_RSP	S2C	5	10636e40:FUN_10636e40 | 106c4ff0:FUN_106c4ff0 | 1114d510:FUN_1114d510
18437	S2C_CMD_SACTIVITY_STATE_NTF	S2C	5	10636eb0:FUN_10636eb0 | 106c5090:FUN_106c5090 | 1114d590:FUN_1114d590
18438	S2C_CMD_SACTIVITY_VAR_UPDATE_NTF	S2C	5	10636f20:FUN_10636f20 | 106c5130:FUN_106c5130 | 1114d610:FUN_1114d610
18439	C2S_CMD_SACTIVITY_DATA_EXEC_REQ	C2S	5	10636f90:FUN_10636f90 | 106c51d0:FUN_106c51d0 | 1114d690:FUN_1114d690
18440	S2C_CMD_SACTIVITY_DATA_EXEC_RSP	S2C	5	10637000:FUN_10637000 | 106c5270:FUN_106c5270 | 1114d720:FUN_1114d720
18441	S2C_CMD_SACTIVITY_COUNTER_UPDATE_NTF	S2C	5	10637070:FUN_10637070 | 106c5310:FUN_106c5310 | 1114d7b0:FUN_1114d7b0
18448	S2C_CMD_SACTIVITY_TIME_UPATE_NTF	S2C	5	106370e0:FUN_106370e0 | 106c53b0:FUN_106c53b0 | 1114d830:FUN_1114d830
18449	S2C_CMD_SACTIVITY_GETGLOBALTOKENS	S2C	5	10637150:FUN_10637150 | 106c5450:FUN_106c5450 | 1114d8b0:FUN_1114d8b0
18450	S2C_CMD_SACTIVITY_UPDATEBGSTAT	S2C	5	106371c0:FUN_106371c0 | 106c54f0:FUN_106c54f0 | 1114d930:FUN_1114d930
18689	C2S_CMD_FLUTE_INVOKE_TUNE	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
18705	S2C_CMD_FLUTE_ADD_NOTE	S2C	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
18706	S2C_CMD_FLUTE_INVOKE_TUNE	S2C	5	10624ca0:FUN_10624ca0 | 106ab640:FUN_106ab640 | 1114db20:FUN_1114db20
20481	S2C_CMD_EQUIPEFFECT_WAKING	S2C	11	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
21761	C2S_CMD_SPEAK_WORD	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
21762	C2S_CMD_SPEAK_EXEC	C2S	6	1062d360:FUN_1062d360 | 1065ede0:FUN_1065ede0 | 106b74b0:FUN_106b74b0
21763	C2S_CMD_SPEAK_SETQUICK	C2S	5	1062d3d0:FUN_1062d3d0 | 106b7550:FUN_106b7550 | 11150120:FUN_11150120
21764	C2S_CMD_SPEAK_SETSELFDEF	C2S	5	1062d440:FUN_1062d440 | 106b75f0:FUN_106b75f0 | 111501a0:FUN_111501a0
21765	C2S_CMD_SPEAK_SETAUTO	C2S	5	1062d4b0:FUN_1062d4b0 | 106b7690:FUN_106b7690 | 11150230:FUN_11150230
21766	C2S_CMD_SPEAK_CONTENT	C2S	5	1062d520:FUN_1062d520 | 106b7730:FUN_106b7730 | 111502b0:FUN_111502b0
21841	S2C_CMD_SPEAK_WORD	S2C	5	1062d590:FUN_1062d590 | 106b77d0:FUN_106b77d0 | 11150340:FUN_11150340
21842	S2C_CMD_SPEAK_EXEC	S2C	5	1062d600:FUN_1062d600 | 106b7870:FUN_106b7870 | 111503c0:FUN_111503c0
21843	S2C_CMD_SPEAK_SETQUICK	S2C	5	1062d670:FUN_1062d670 | 106b7910:FUN_106b7910 | 11150440:FUN_11150440
21844	S2C_CMD_SPEAK_SETSELFDEF	S2C	5	1062d6e0:FUN_1062d6e0 | 106b79b0:FUN_106b79b0 | 111504c0:FUN_111504c0
21845	S2C_CMD_SPEAK_SETAUTO	S2C	5	1062d750:FUN_1062d750 | 106b7a50:FUN_106b7a50 | 11150550:FUN_11150550
21846	S2C_CMD_SPEAK_CONTENT	S2C	5	1062d7c0:FUN_1062d7c0 | 106b7af0:FUN_106b7af0 | 111505d0:FUN_111505d0
21847	S2C_CMD_SPEAK_ERR	S2C	5	1062d830:FUN_1062d830 | 106b7b90:FUN_106b7b90 | 11150650:FUN_11150650
24833	C2S_CMD_ASTROLABE_ANSWER	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
24834	C2S_CMD_ASTROLABE_LIGHTEN	C2S	6	1063e690:FUN_1063e690 | 1065ede0:FUN_1065ede0 | 106cfa70:FUN_106cfa70
24835	C2S_CMD_ASTROLABE_RNGLIGHTEN	C2S	5	1063e700:FUN_1063e700 | 106cfb10:FUN_106cfb10 | 111520f0:FUN_111520f0
24836	C2S_CMD_ASTROLABE_GETSUBJECT	C2S	5	1063e770:FUN_1063e770 | 106cfbb0:FUN_106cfbb0 | 11152160:FUN_11152160
24837	C2S_CMD_ASTROLABE_MANUALRESET	C2S	5	1063e7e0:FUN_1063e7e0 | 106cfc50:FUN_106cfc50 | 111521d0:FUN_111521d0
24838	C2S_CMD_ASTROLABE_ACCEPTTASK	C2S	5	1063e850:FUN_1063e850 | 106cfcf0:FUN_106cfcf0 | 11152240:FUN_11152240
24839	C2S_CMD_ASTROLABE_SUBMITTASK	C2S	5	1063e8c0:FUN_1063e8c0 | 106cfd90:FUN_106cfd90 | 111522b0:FUN_111522b0
24840	C2S_CMD_ASTROLABE_REFRESHTASK	C2S	5	1063e930:FUN_1063e930 | 106cfe30:FUN_106cfe30 | 11152320:FUN_11152320
24841	C2S_CMD_ASTROLABE_BUYDAYTASK	C2S	5	1063e9a0:FUN_1063e9a0 | 106cfed0:FUN_106cfed0 | 11152390:FUN_11152390
24865	S2C_CMD_ASTROLABE_ANSWER	S2C	5	1063ea10:FUN_1063ea10 | 106cff70:FUN_106cff70 | 11152400:FUN_11152400
24866	S2C_CMD_ASTROLABE_ERR	S2C	5	1063ea80:FUN_1063ea80 | 106d0010:FUN_106d0010 | 11152480:FUN_11152480
24867	S2C_CMD_ASTROLABE_RESET	S2C	5	1063eaf0:FUN_1063eaf0 | 106d00b0:FUN_106d00b0 | 11152500:FUN_11152500
24868	S2C_CMD_ASTROLABE_LIGHTEN	S2C	5	1063eb60:FUN_1063eb60 | 106d0150:FUN_106d0150 | 11152570:FUN_11152570
24869	S2C_CMD_ASTROLABE_GETSUBJECT	S2C	5	1063ebd0:FUN_1063ebd0 | 106d01f0:FUN_106d01f0 | 111525f0:FUN_111525f0
24870	S2C_CMD_ASTROLABE_OPEN	S2C	5	1063ec40:FUN_1063ec40 | 106d0290:FUN_106d0290 | 11152660:FUN_11152660
24871	S2C_CMD_ASTROLABE_MANUALRESET	S2C	5	1063ecb0:FUN_1063ecb0 | 106d0330:FUN_106d0330 | 111526d0:FUN_111526d0
24872	S2C_CMD_ASTROLABE_NOTIFY	S2C	5	1063ed20:FUN_1063ed20 | 106d03d0:FUN_106d03d0 | 11152740:FUN_11152740
24873	S2C_CMD_RAGE_DATA_NOTIFY	S2C	5	1063ed90:FUN_1063ed90 | 106d0470:FUN_106d0470 | 111527c0:FUN_111527c0
24880	S2C_CMD_ASTROLABE_REFRESHTASK	S2C	5	1063ee00:FUN_1063ee00 | 106d0510:FUN_106d0510 | 11152840:FUN_11152840
24881	S2C_CMD_ASTROLABE_BUYDAYTASK	S2C	5	1063ee70:FUN_1063ee70 | 106d05b0:FUN_106d05b0 | 111528c0:FUN_111528c0
25089	C2S_CMD_SOULSTONE_LEVELUP	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
25090	C2S_CMD_SOULSTONE_STAGEUP	C2S	6	1063ef50:FUN_1063ef50 | 1065ede0:FUN_1065ede0 | 106d06f0:FUN_106d06f0
25091	C2S_CMD_SOULSTONE_RESET	C2S	5	1063efc0:FUN_1063efc0 | 106d0790:FUN_106d0790 | 11152aa0:FUN_11152aa0
25092	C2S_CMD_SOULSTONE_ATTRUPGRADE	C2S	5	1063f030:FUN_1063f030 | 106d0830:FUN_106d0830 | 11152b10:FUN_11152b10
25093	C2S_CMD_SOULSTONE_UNLOCKSTAGE	C2S	5	1063f0a0:FUN_1063f0a0 | 106d08d0:FUN_106d08d0 | 11152b90:FUN_11152b90
25094	C2S_CMD_SOULBEAST_UNLOCK	C2S	5	1063f110:FUN_1063f110 | 106d0970:FUN_106d0970 | 11152c00:FUN_11152c00
25095	C2S_CMD_SOULBEAST_FEED	C2S	5	1063f180:FUN_1063f180 | 106d0a10:FUN_106d0a10 | 11152c70:FUN_11152c70
25096	C2S_CMD_SOULBEAST_FOLLOW	C2S	5	1063f1f0:FUN_1063f1f0 | 106d0ab0:FUN_106d0ab0 | 11152cf0:FUN_11152cf0
25097	C2S_CMD_SOULBEAST_UNFOLLOW	C2S	5	1063f260:FUN_1063f260 | 106d0b50:FUN_106d0b50 | 11152d60:FUN_11152d60
25104	C2S_CMD_SOULBEAST_EVOLVE	C2S	5	1063f2d0:FUN_1063f2d0 | 106d0bf0:FUN_106d0bf0 | 11152dd0:FUN_11152dd0
25105	C2S_CMD_SOULBEAST_SETIMAGE	C2S	5	1063f340:FUN_1063f340 | 106d0c90:FUN_106d0c90 | 11152e40:FUN_11152e40
25106	C2S_CMD_SOULBEAST_INTERACT_REQ	C2S	7	105238d0:FUN_105238d0 | 1063f3b0:FUN_1063f3b0 | 106d0d30:FUN_106d0d30
25107	C2S_CMD_SOULBEAST_RESPWAN	C2S	5	1063f420:FUN_1063f420 | 106d0dd0:FUN_106d0dd0 | 11152f40:FUN_11152f40
25109	S2C_CMD_SOULSTONE_ATTRUPGRADE	S2C	5	1063f490:FUN_1063f490 | 106d0e70:FUN_106d0e70 | 11152fb0:FUN_11152fb0
25110	S2C_CMD_SOULBEAST_APPEAR_NTF_LIST	S2C	5	1063f500:FUN_1063f500 | 106d0f10:FUN_106d0f10 | 11153030:FUN_11153030
25111	S2C_CMD_SOULBEAST_ATTR_SYNC_NTF	S2C	6	1063f570:FUN_1063f570 | 106d0fb0:FUN_106d0fb0 | 111530b0:FUN_111530b0
25112	S2C_CMD_SOULBEAST_INTERACT_NTF	S2C	5	1063f5e0:FUN_1063f5e0 | 106d1050:FUN_106d1050 | 11153130:FUN_11153130
25113	C2S_CMD_SOULBEAST_EXP_SHIFT_REQ	C2S	5	1063f650:FUN_1063f650 | 106d10f0:FUN_106d10f0 | 111531b0:FUN_111531b0
25601	C2S_CMD_LEGENDPEARL_INLAY_REQ	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
25602	S2C_CMD_LEGENDPEARL_INLAY_RSP	S2C	6	10640990:FUN_10640990 | 1065ede0:FUN_1065ede0 | 106d2b10:FUN_106d2b10
25603	C2S_CMD_LEGENDPEARL_TAKE_DOWN_REQ	C2S	5	10640a00:FUN_10640a00 | 106d2bb0:FUN_106d2bb0 | 111536f0:FUN_111536f0
25604	S2C_CMD_LEGENDPEARL_TAKE_DOWN_RSP	S2C	5	10640a70:FUN_10640a70 | 106d2c50:FUN_106d2c50 | 11153770:FUN_11153770
25605	C2S_CMD_LEGENDPEARL_LEVELUP_REQ	C2S	6	10640ae0:FUN_10640ae0 | 106d2cf0:FUN_106d2cf0 | 109ef720:FUN_109ef720
25606	S2C_CMD_LEGENDPEARL_LEVELUP_RSP	S2C	5	10640b50:FUN_10640b50 | 106d2d90:FUN_106d2d90 | 11153870:FUN_11153870
25607	C2S_CMD_LEGENDPEARL_CONFIRM_REPLACE_ABILITY_REQ	C2S	6	10640bc0:FUN_10640bc0 | 106d2e30:FUN_106d2e30 | 109efc10:FUN_109efc10
25608	S2C_CMD_LEGENDPEARL_CONFIRM_REPLACE_ABILITY_RSP	S2C	5	10640c30:FUN_10640c30 | 106d2ed0:FUN_106d2ed0 | 11153990:FUN_11153990
25609	C2S_CMD_LEGENDPEARL_UPGRADE_REQ	C2S	5	10640ca0:FUN_10640ca0 | 106d2f70:FUN_106d2f70 | 11153a20:FUN_11153a20
25616	S2C_CMD_LEGENDPEARL_UPGRADE_RSP	S2C	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
25857	C2S_CMD_SILVERBOX_FETCH_REQ	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
25858	S2C_CMD_SILVERBOX_FETCH_RSP	S2C	5	10640df0:FUN_10640df0 | 106d3150:FUN_106d3150 | 11153ba0:FUN_11153ba0
25859	S2C_CMD_SILVERBOX_SYNC_DATA_NOTIFY	S2C	5	10640e60:FUN_10640e60 | 106d31f0:FUN_106d31f0 | 11153c10:FUN_11153c10
26113	C2S_CMD_GUIDE_BOOK_AUTO_FIRST_OPEN_REQ	C2S	10	10422940:FUN_10422940 | 10428320:FUN_10428320 | 10431bb0:FUN_10431bb0
26114	S2C_CMD_GUIDE_BOOK_AUTO_FIRST_OPEN_RSP	S2C	6	10640f40:FUN_10640f40 | 1065ede0:FUN_1065ede0 | 106d3330:FUN_106d3330
26115	C2S_CMD_GUIDE_BOOK_GET_CHAPTER_REWARD_REQ	C2S	5	10640fb0:FUN_10640fb0 | 106d33d0:FUN_106d33d0 | 11153d70:FUN_11153d70
26116	S2C_CMD_GUIDE_BOOK_GET_CHAPTER_REWARD_RSP	S2C	5	10641020:FUN_10641020 | 106d3470:FUN_106d3470 | 11153df0:FUN_11153df0
26117	S2C_CMD_GUIDE_BOOK_ACTION_FINISH_NTF	S2C	5	10641090:FUN_10641090 | 106d3510:FUN_106d3510 | 11153e70:FUN_11153e70
26118	C2S_CMD_GUIDE_BOOK_SET_WEAPON_ID_REQ	C2S	5	10641100:FUN_10641100 | 106d35b0:FUN_106d35b0 | 11153ef0:FUN_11153ef0
